,rating,review,app,source,sentiment,normalized_review,theme
346,1,"i'd like to hope that the developers of the app were not intending it as a tool to attack an already vulnerable population, but that's exactly what it's become. please remove the ""other"" section at least. there's good reason ""reporters"" are ashamed to be known as the heartless jerks who criminalize and victimize folks who are already struggling.",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.7422131299972534}, {'label': 'anger', 'score': 0.09618944674730301}]",like hope developer intend tool attack vulnerable population exactly remove section good reason reporter ashamed know heartless jerk criminalize victimize folk struggle,1_live_disgusting_human_life
347,1,"ah yes, an app to target homeless people and put them in even more jeopardy, destroying their shelter and chasing them out like dogs. shame on the people who developed this, shame on everyone who uses it to screw over disenfranchised human beings. y'all a hot pile of burning garbage. trash, the lot of ya.",FindItFixIt,Google,"[{'label': 'anger', 'score': 0.6203968524932861}, {'label': 'disgust', 'score': 0.29607895016670227}]",ah yes target jeopardy destroy shelter chase like dog shame develop shame use screw disenfranchise human hot pile burn garbage trash lot ya,1_live_disgusting_human_life
348,1,leave homeless people alone,FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.6740018129348755}, {'label': 'neutral', 'score': 0.2642142176628113}]",leave,3_close_waste time_waste_complete
349,1,stop snitching on homeless people.,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.5396302938461304}, {'label': 'disgust', 'score': 0.21884432435035706}]",stop snitch,2_attack_snitch_garbage_develop
350,1,"developers should find their own actually problems with their morals and inhumanity. this is discrimination against homeless people. fix yourselves first, for god's sake.",FindItFixIt,Google,"[{'label': 'anger', 'score': 0.5515910387039185}, {'label': 'disgust', 'score': 0.3393326699733734}]",developer find actually problem moral inhumanity discrimination fix god sake,1_live_disgusting_human_life
351,1,dont rat out homeless people folks,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.29300957918167114}, {'label': 'neutral', 'score': 0.28754785656929016}]",rat folk,2_attack_snitch_garbage_develop
352,1,y'all are scum,FindItFixIt,Google,"[{'label': 'disgust', 'score': 0.9378846287727356}, {'label': 'neutral', 'score': 0.022419797256588936}]",scum,2_attack_snitch_garbage_develop
353,2,"shameful stuff. i see people using this app to report individuals living freely in tents. they seem to be forcing them to sign contracts to live. whether a contract for a homeless shelter's rules, or a mortgage contract, consent is violated when contracts are forced upon us. free means no contracts.",FindItFixIt,Google,"[{'label': 'anger', 'score': 0.29135948419570923}, {'label': 'sadness', 'score': 0.269169420003891}]",shameful stuff individual live freely tent force sign contract live contract shelter rule mortgage contract consent violate contract force free mean contract,1_live_disgusting_human_life
354,1,whoever developed this app please rethink your life choices. whoever came up with this app please end your worthless existence.,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.4876241385936737}, {'label': 'neutral', 'score': 0.34957531094551086}]",develop rethink life choice come end worthless existence,2_attack_snitch_garbage_develop
355,1,"bigoted, elitist, disgusting, inhumane and en calling of our country's most disgusting cultural item; ignoring and demonizing the homeless. pretty disgusting",FindItFixIt,Google,"[{'label': 'disgust', 'score': 0.9900352358818054}, {'label': 'anger', 'score': 0.0032635910902172327}]",bigote elitist disgusting inhumane en country disgusting cultural item ignore demonize pretty disgusting,1_live_disgusting_human_life
356,1,"i only wanted to install this long enough to leave a review. i think what you're doing is disgusting. rather than trying to find a way to help homeless people, you're going to kick them out of the only place that they have. people should be trying to lift others, not knock them further into the gutter.",FindItFixIt,Google,"[{'label': 'disgust', 'score': 0.9878256916999817}, {'label': 'anger', 'score': 0.006032620556652546}]",want install long leave review think disgusting try find way help kick place try lift knock gutter,7_trash_dump_notify_mayor
357,1,"this is being used as a literal attempt to murder homeless people. you can literally report someone for not having a house to sleep in. proof of how disconnected and disgusting seattle officials are. why deal with issues, when we can just harras, arrest, and force into hiding the most vulnerable people in a city? 🤡",FindItFixIt,Google,"[{'label': 'disgust', 'score': 0.9863973259925842}, {'label': 'anger', 'score': 0.007351305335760117}]",literal attempt murder literally house sleep proof disconnected disgusting official deal issue harra arrest force hide vulnerable,1_live_disgusting_human_life
358,1,choke,FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.6236681342124939}, {'label': 'joy', 'score': 0.2344793677330017}]",choke,3_close_waste time_waste_complete
359,1,"oh perfect, a way to report houseless people to the authorities so they can be harassed and forcibly removed. what an evil idea made by people who think a human life is only worth as much as their money.",FindItFixIt,Google,"[{'label': 'anger', 'score': 0.585386335849762}, {'label': 'fear', 'score': 0.16318857669830322}]",oh perfect way houseless authority harass forcibly remove evil idea think human life worth money,1_live_disgusting_human_life
360,1,do not use this for discriminatory actions against the homeless some of them have no choice in bieng homeless they are still human to,FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.7992866039276123}, {'label': 'anger', 'score': 0.11524197459220886}]",use discriminatory action choice bieng human,1_live_disgusting_human_life
361,1,this is nothing but the city of seattle trying to make war on our houseless neighbors. reported as a hateful app.,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.925809383392334}, {'label': 'disgust', 'score': 0.059348657727241516}]",try war houseless neighbor hateful,1_live_disgusting_human_life
362,1,"this app does absolutely nothing. it doesn't matter what you report on this app, because nothing gets done about the report. i would be very surprised if anyone actually recieves any of the reporting that 'find it fix it' supposedly responds to. my suspicion is that any reporting from this app just goes into cyber oblivion, not received or responded to by anyone. this 'find it fix it' app, i believe is meant to denote civic 'apathy', not the actual meaning of application.",FindItFixIt,Google,"[{'label': 'surprise', 'score': 0.9765750765800476}, {'label': 'neutral', 'score': 0.01282407995313406}]",absolutely matter surprised actually recieve find fix supposedly respond suspicion cyber oblivion receive respond find fix believe mean denote civic apathy actual meaning application,-1_edit_post_website_new
363,1,"this app is despicable. it is being used to attack the homeless. it is being used to destroy their encampments. it is literally causing people to die! something needs to be done. targeting the homeless in a city where you would rather attack the homeless instead of facing the issue. anyone who uses this app to target the homeless is a lowlife and a pathetic pile of flesh. you are not human, but monsters!",FindItFixIt,Google,"[{'label': 'disgust', 'score': 0.5489708781242371}, {'label': 'anger', 'score': 0.4338602125644684}]",despicable attack destroy encampment literally cause die need target attack instead face issue use target lowlife pathetic pile flesh human monster,2_attack_snitch_garbage_develop
368,1,submitted several things and haven't gotten any of them fixed. what's the point,FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.45369577407836914}, {'label': 'neutral', 'score': 0.3754812777042389}]",submit thing fix point,11_submit issue_question_answer_form
369,2,why did maps stop working and no update to fix it? was great until then. bugs and no support make it tough to use.,FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.42777931690216064}, {'label': 'sadness', 'score': 0.2707187235355377}]",map stop work update fix great bug support tough use,5_location_map_category_gps
370,1,"map doesn't work, so you can't report accurate location of the problem",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.5928876996040344}, {'label': 'neutral', 'score': 0.3083624243736267}]",map work accurate location problem,5_location_map_category_gps
372,2,it doesnt work. won't send requests.,FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.9074381589889526}, {'label': 'neutral', 'score': 0.042520854622125626}]",work send request,10_work work_properly_work great_exist
374,1,whatever this recent update is it sucks. unusable now,FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.5900396704673767}, {'label': 'disgust', 'score': 0.24176214635372162}]",recent update suck unusable,6_crash_error_crap_game
376,1,"horrible. they supposedly opened it and then closed it without anything being done. the location sucks because if you try and fix it to your actual location, it just stays on the same screen and doesn't do anything else. you have to close the app and start over. smart idea, wish it actually worked.",FindItFixIt,Google,"[{'label': 'fear', 'score': 0.5250384211540222}, {'label': 'disgust', 'score': 0.31594571471214294}]",horrible supposedly open close location suck try fix actual location stay screen close start smart idea wish actually work,-1_edit_post_website_new
377,1,"doesn't work, can't summit a report it just complains about location and description required even though i filled out everything. uninstalled immediately.",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.7178798317909241}, {'label': 'neutral', 'score': 0.12306830286979675}]",work summit complain location description require fill uninstalled immediately,5_location_map_category_gps
379,1,"app incorrectly thinks there is not enough room on my phone. it is only looking at phone storage, not sd storage.",FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.4690713882446289}, {'label': 'surprise', 'score': 0.4046275019645691}]",incorrectly think room phone look phone storage sd storage,8_upload_photo_picture_camera
381,2,"the app itself is fine, but the city doesn't actually respond, so it's kind of a waste of time. i've submitted multiple reports and it shows the reports were opened and then closed a few days later. i suppose they think that issues will just resolve themselves if they ignore them.",FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.4064406752586365}, {'label': 'sadness', 'score': 0.38547196984291077}]",fine actually respond kind waste time submit multiple open close day later suppose think issue resolve ignore,3_close_waste time_waste_complete
382,1,i submitted a couple reports two months ago and got no response on them. seattle's roads are horrendous and the money is spent on stupid places like the bike share program. i think they just created this app so people would stop calling and complaining but they just ignore the requests.,FindItFixIt,Google,"[{'label': 'fear', 'score': 0.5011401176452637}, {'label': 'anger', 'score': 0.20269453525543213}]",submit couple month ago response road horrendous money spend stupid place like bike share program think create stop complain ignore request,-1_edit_post_website_new
388,2,"always get failed to sync error now, so i can't use the app. hm.",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.9031803607940674}, {'label': 'neutral', 'score': 0.04948224499821663}]",fail sync error use hm,13_network_connect_connection_verify
389,2,"...if someone really took action and not just marked a request complete without actually doing something. once they have ""completed"" and closed your request you can't reopen it (since no actio was ever actually taken).",FindItFixIt,Google,"[{'label': 'anger', 'score': 0.3668798506259918}, {'label': 'surprise', 'score': 0.2997598648071289}]",action mark request complete actually complete close request reopen actio actually,3_close_waste time_waste_complete
396,1,failed request every time i use it.,FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.5602359175682068}, {'label': 'neutral', 'score': 0.14121469855308533}]",fail request time use,6_crash_error_crap_game
397,1,every time i attempt to report a problem the app says that the request failed.,FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.5447654128074646}, {'label': 'anger', 'score': 0.36956527829170227}]",time attempt problem request fail,-1_edit_post_website_new
401,1,"after entering a report in detail, i just get an ""unprocessable entity"" error every time i submit. disappointing.",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.5647246837615967}, {'label': 'surprise', 'score': 0.34863004088401794}]",enter detail unprocessable entity error time submit disappointing,-1_edit_post_website_new
403,2,"i used to it report illegal dumping. both reports had their status updated to ""closed"" within a few hours. however, no clean-up! i called the city and was told that ""closed"" simply meant they had routed the request to a crew and it could take up to 10 days to get the mess cleaned up. seems that there should be an ""in process"" status for the app.",FindItFixIt,Google,"[{'label': 'surprise', 'score': 0.4916479289531708}, {'label': 'sadness', 'score': 0.3430249094963074}]",illegal dumping status update closed hour clean tell closed simply mean rout request crew day mess clean process status,7_trash_dump_notify_mayor
405,2,"used it 3 times to report overflowing garbage cans or overgrown yards. ignored by city of seattle once, and long delayed and therefore useless responses received both other times. wasn't worth the app space.",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.6604135036468506}, {'label': 'neutral', 'score': 0.13597999513149261}]",time overflow garbage overgrown yard ignore long delay useless response receive time worth space,7_trash_dump_notify_mayor
407,2,"i downloaded it to report potholes, dead signs, etc... the app's ability to find my location is almost nonexistent. i use other apps that need to pinpoint my location and they manage to find me within whatever block i'm in, many times in front of my own building if i'm home. this one can't do any better than a half mile away. add the inept folks on the other end who couldn't interpret the data and my request to fix a broken wood sign post leaning across a busy sidewalk became an abandoned vehicle in the cascade neighborhood. needs a lot of improvement",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.7473250031471252}, {'label': 'surprise', 'score': 0.13895651698112488}]",download pothole dead sign etc ability find location nonexistent use need pinpoint location manage find block time building home half mile away add inept folk end interpret datum request fix break wood sign post lean busy sidewalk abandon vehicle cascade neighborhood need lot improvement,0_car_enforcement_case_street
414,2,i wish there was a find it fix it for the app. got several crashes and background disappeared making the text unreadable.,FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.9483717679977417}, {'label': 'neutral', 'score': 0.022187985479831696}]",wish find fix crash background disappear text unreadable,6_crash_error_crap_game
415,1,"nice idea, but broken and frustrating, making it useless. i wrote a report, and the app promptly crashed.",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.7622747421264648}, {'label': 'anger', 'score': 0.1818341314792633}]",nice idea broken frustrating useless write promptly crash,6_crash_error_crap_game
417,2,"the interface appears to have moved to a web-based interface, but there’s no back button or way to return to the app’s main menu in certain cases. for instance, if i click ‘affordable housing’, i am sent to the city of san jose housing portal website within the app. from here there is no way to return to the app’s main menu other than force-quitting the app.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.8666632771492004}, {'label': 'surprise', 'score': 0.05749524012207985}]",interface appear web base interface button way return main menu certain case instance click affordable housing send san jose housing portal website way return main menu force quit,-1_edit_post_website_new
419,1,"i was excited at first and after testing it out and finding many, many bugs, i spent some time and i wrote them all out and i had to send them to the city because there was no way to email feedback on the app. that was many months ago and to date, nothing has changed. i noticed some graffitti in my neighborhood and i took a snapshot quickly and drove away hoping that i could then upload it later on in the day. for some reason there are multiple folders that are made in photos that doesn't allow me to find the actual picture i took and so as far as i'm concerned, the photo to report is useless. in addition to that, it takes forever for the city to respond and so the level of frustration with me and my neighbors is so high, we are so over it. we just gave up. i stopped using the app.",SanJose311,Apple,"[{'label': 'anger', 'score': 0.7593063712120056}, {'label': 'sadness', 'score': 0.15025807917118073}]",excited test find bug spend time write send way email feedback month ago date change notice graffitti neighborhood snapshot quickly drive away hop upload later day reason multiple folder photo allow find actual picture far concern photo useless addition forever respond level frustration neighbor high stop,0_car_enforcement_case_street
420,1,"where i live, there are 2 cars that are parked at a distance to save/hold parking spaces. both belong to the same owner. he hasn’t moved them for months. when he does move them, it’s only to make room to fit his third car. i reported it to the city because nobody can stand it anymore — there’s no parking, and people end up parking in red zones just because so many people decide to hold parking spots with extra cars. and as soon as i submitted the report, they closed it. that’s why nobody bothers reporting anymore: in the end, they don’t pay attention, and since it’s not them who have to live with the problem, they don’t care.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.39494451880455017}, {'label': 'anger', 'score': 0.20840875804424286}]",live car park distance save hold parking space belong owner month room fit car stand anymore parking end parking red zone decide hold parking spot extra car soon submit close bother anymore end pay attention live problem care,0_car_enforcement_case_street
421,1,"whoever is receiving the reports must be either working from home or lazy. they want you to document, take pictures, licence plates, color and descriptions of everything and then they closed the case without coming out to physically look at it because the pictures weren’t clear enough for them. get off your chair and come look at it in person. we report and you should follow up. ridiculous app! instead you could just call and complain and someone would just show up and tag it, report it and get it cleaned up. nobody wants to wait 5-10 days to hear from you. we can see it taken care of.",SanJose311,Apple,"[{'label': 'anger', 'score': 0.43583422899246216}, {'label': 'neutral', 'score': 0.3727613091468811}]",receive work home lazy want document picture licence plate color description close case come physically look picture clear chair come look person follow ridiculous instead complain tag clean want wait day hear care,0_car_enforcement_case_street
424,1,"the app has its issues but that can be polished in time. the problem? they close cases without reason or with completely incorrect reasoning. report a abandoned car without license plates? closed because of not having license plate info! report a abandoned car with clear images of it on a public street? closed because it's on private property! report blight? closed because it's been reported already, yet it's still not resolved. or the same excuse san jose agencies always give, ""please be patient we are experiencing a high volume of requests""... lived here a long time with these high taxes but this is the excuse always given. think it's time to start purging city workers, either they are mismanaged, lazy or perhaps both but one thing for sure... they are far to expensive for what we receive. san jose residents deserve better. spend some time of the maps of your neighborhood reading the comments.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6082148551940918}, {'label': 'surprise', 'score': 0.212162047624588}]",issue polish time problem close case reason completely incorrect reasoning abandon car license plate close license plate info abandon car clear image public street close private property blight close resolve excuse san jose agency patient experience high volume request live long time high taxis excuse think time start purge worker mismanage lazy thing sure far expensive receive san jose resident deserve spend time map neighborhood read comment,0_car_enforcement_case_street
425,1,"referred to this app for any city service. the app doesn’t allow to give exact addresses manually or by moving the map. it tells you an address doesn’t exist even after it automatically finds an address. nowhere near where you are. you put the address in the note section but, i guess the reader is illiterate. then they say they can’t find the car and close the complaint. just another piece of garbage to throw at the citizens that are already paying high taxes for non existent services. why do we need the mayor and its staff if they can’t do anything for the city",SanJose311,Apple,"[{'label': 'anger', 'score': 0.3163805603981018}, {'label': 'neutral', 'score': 0.2915046513080597}]",refer service allow exact address manually map tell address exist automatically find address near address note section guess reader illiterate find car close complaint piece garbage throw citizen pay high taxis non existent service need mayor staff,0_car_enforcement_case_street
426,1,"i decided to deleted the app and download it again in the hopes it would work. it stopped working for me when the app was ‘upgraded’ a couple of years ago. i was hoping bugs would have been worked out by now, sadly, that has not been my experience. when i press submit it hangs up until i finally close it or it crashes altogether. i’ve had better success with the 311 website but it would be nice to be able to use the app again. ☹️",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.956928551197052}, {'label': 'surprise', 'score': 0.018591871485114098}]",decide delete download hope work stop work upgrade couple year ago hop bug work sadly experience press submit hang finally close crash altogether success website nice able use,6_crash_error_crap_game
428,1,this app is supposed to make it easier to report things like illegal dumping. however it is an exercise in frustration. many times things are dumped at a place that doesn’t have a street address. the app forces you to search for an address after you have dropped your pin and it will move the pin because there’s no address there. then the city goes out to the wrong place and doesn’t see the dumped trash. really guys you need to fix this!,SanJose311,Apple,"[{'label': 'anger', 'score': 0.7512444853782654}, {'label': 'sadness', 'score': 0.08845612406730652}]",suppose easy thing like illegal dumping exercise frustration time thing dump place street address force search address drop pin pin address wrong place dump trash guy need fix,7_trash_dump_notify_mayor
430,1,i have tried to use this to submit an abandoned vehicle report. the app does not accept a valid address even as it is selected from the google search tool. cannot proceed further. repeated process several times. ended up calling in and was told to use the app! in addition the setting up of an account is poor. does not accept a strong password generated from ios. had to use a basic password,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8894912004470825}, {'label': 'surprise', 'score': 0.04461750015616417}]",try use submit abandon vehicle accept valid address select search tool proceed repeat process time end tell use addition setting account poor accept strong password generate ios use basic password,-1_edit_post_website_new
431,1,"my housemate has had an abandoned vehicle in front of her home for weeks. after unsuccessful attempts at calling, she finally downloaded the app, forgot her pin and the i forgot my pin function doesn’t work. i tried to register as a new person and i can’t. her council member is out of town, so it appear that the white van with blacked out windows and the tire going flat will be here another month. sad -if you are going to have an app, you need to maintain its functionality.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9271959662437439}, {'label': 'surprise', 'score': 0.050140757113695145}]",housemate abandon vehicle home week unsuccessful attempt finally download forget pin forget pin function work try register new person council member appear white van black window tire flat month sad need maintain functionality,-1_edit_post_website_new
432,1,"matt mahan, fix this problem please! down loaded apple app. tried to sign up, it said i already had account. i have no password record of any sj account. i tried using apple suggestion for new pw, the app gave me all green dots, but refused to let me register with it. i used “forgot my password”. i reset password - that worked on the website, not the app. i see the city notice this is a “new/improved platform”. is this an oracle problem?",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.5459228754043579}, {'label': 'neutral', 'score': 0.22045165300369263}]",matt mahan fix problem loaded try sign account password record sj account try suggestion new pw green dot refuse let register forgot password reset password work website notice new improve platform oracle problem,4_password_register_reset_login
433,1,"very frustrating app! report an abandoned car, find out it had been moved, then try to save the city by cancelling the request, but no luck. they send someone out to find tag and find the car gone. what a waste of taxpayer money!!! job security? the app is not user friendly. i was done trying (!!) to cancel a request in order to help save the city some money (no luck), then tried to get back to my account ""home"". no luck. it kept freezing.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6529346704483032}, {'label': 'surprise', 'score': 0.2877773642539978}]",frustrating abandon car find try save cancel request luck send find tag find car waste taxpayer money job security user friendly try cancel request order help save money luck try account home luck freeze,0_car_enforcement_case_street
434,1,"sjpd response time is 3-4 weeks. this app is just used as a citizen pacifier, don’t expect any action. we have a recurring issue with motorhomes illegally parking and living on the street in front of our business, taking all available parking, leaving their trash on the street, dumping their black water waste, running loud generators, drug traffic, etc. i was directed to this app by a sjpd employee, but it appears sjpd refuses to resolve the situation. we’ll go back to calling every day.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.4963773190975189}, {'label': 'anger', 'score': 0.2671368420124054}]",sjpd response time week citizen pacifier expect action recur issue motorhome illegally park live street business available parking leave trash street dump black water waste run loud generator drug traffic etc direct sjpd employee appear sjpd refuse resolve situation day,7_trash_dump_notify_mayor
437,2,just about impossible to efficiently report problems. a required field doesn’t work (tell us more). the mapping/location function is buggy. the live chat wasn’t designed for human beings. seems designed to deter people from reporting out of sheer frustration.,SanJose311,Apple,"[{'label': 'anger', 'score': 0.6413207054138184}, {'label': 'sadness', 'score': 0.2884382903575897}]",impossible efficiently problem required field work tell mapping location function buggy live chat design human design deter sheer frustration,-1_edit_post_website_new
438,1,"i was really looking forward to having a tool like this and was quickly let down when i wasn’t able to register. i also tried to login as a google user and that didn’t work either. after many attempts and deleting the app and reinstalling it, i’ve given up. don’t waste your time trying. this app needs lots of work before we can depend on something like this.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9286849498748779}, {'label': 'anger', 'score': 0.037193577736616135}]",look forward tool like quickly let able register try login user work attempt delete reinstall waste time try need lot work depend like,4_password_register_reset_login
439,1,it takes min to even use the app and there’s not a lot of options it’s silicon valley i would expect more being in san jose major tech ind but well yeah ig reports aren’t that vital right? it glitches when inputting adress i have to use a cheatcode for it to actually submit the app is very so lacking and i can’t tell if im js speaking in2 a void or not pls update pls fix pls do better we in the tech area… why is this lagging fr,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.45040154457092285}, {'label': 'surprise', 'score': 0.33560633659362793}]",min use lot option silicon valley expect san jose major tech ind yeah ig vital right glitche inputte adress use cheatcode actually submit lacking tell js speak void pls update pls fix pls tech area lag fr,-1_edit_post_website_new
440,1,"i’m trying to simply report a missed garbage collection. i logged in, then it said i had to reset my password, i couldn’t see the letters i’m entering as it’s hidden so who can tell if you make a mistake. then i had to enable an authenticator, which gave me numbers but i had no clue where to enter them. so basically could never log in. the app is frustrating and useless.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.788794219493866}, {'label': 'neutral', 'score': 0.06692890077829361}]",try simply miss garbage collection log reset password letter enter hide tell mistake enable authenticator number clue enter basically log frustrating useless,4_password_register_reset_login
441,1,"same results as trying to call a city department. problems are not generally resolved by simply opening a ticket. they will reply to you and say you need to contact a different department. then, that department will tell you that you need to contact yet another department. apparently, city workers aren’t trained in how to use a “forward” button on their email as they’re not trained in the customer service premise of “ownership”.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.8925392031669617}, {'label': 'surprise', 'score': 0.04406104236841202}]",result try department problem generally resolve simply open ticket reply need contact different department department tell need contact department apparently worker train use forward button email train customer service premise ownership,-1_edit_post_website_new
442,1,the city is a joke i’m a taxpayer i own a house in san jose and they won’t even come out and tow any cars in the neighborhood all they wanna do is come out and put a pink sticker on the car and drive away of course that cost money they do it all the time. so i’ve had to resort to call and email the council member to my district and then i get a resolution that way but the city is worthless,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.5694725513458252}, {'label': 'anger', 'score': 0.19618703424930573}]",joke taxpayer house san jose come tow car neighborhood wanna come pink sticker car drive away course cost money time resort email council member district resolution way worthless,7_trash_dump_notify_mayor
443,2,"this app helps to bring city services to the public but it’s hard to use and browse it. if you click on a service, it’s tricky to get back to the main menu. please start tweaking it to make navigation easier.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.7485014796257019}, {'label': 'sadness', 'score': 0.15753896534442902}]",help bring service public hard use browse click service tricky main menu start tweak navigation easy,-1_edit_post_website_new
444,1,it won’t even let me register properly. i tried to register through my google account but it froze. so i uninstalled it and tried to register a new account instead. still frozen on the registration page! i can’t report the abandoned car in front of my home because it won’t let me report it as a guest. useless app,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8847714066505432}, {'label': 'surprise', 'score': 0.04598874971270561}]",let register properly try register account freeze uninstalle try register new account instead freeze registration page abandon car home let guest useless,4_password_register_reset_login
445,2,"text entry works great and locating on the map is very helpful. reports seem to be sent to the city. photos are completely broken. the app should dump you into the photos section on your phone but instead it goes into some kind of list of galleries from photos. in my case i don’t see the current photos, just a bunch of albums i’ve created. going into the camera should provide you with another way to get into the photos but it’s just a camera. app freezes when trying to access profile information.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.4734472334384918}, {'label': 'neutral', 'score': 0.39218994975090027}]",text entry work great locate map helpful send photo completely break dump photo section phone instead kind list gallery photo case current photo bunch album create camera provide way photo camera freeze try access profile information,9_iphone_update_phone_application
446,2,"unless you basically take someone to the issue, they are unable to locate it via the app and its location services. poor data collection! basically, trying to solve issues from behind a desk. is our taxpayer money being used for this, mr. loccardo?",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.42979350686073303}, {'label': 'surprise', 'score': 0.25118955969810486}]",basically issue unable locate location service poor data collection basically try solve issue desk taxpayer money mr loccardo,5_location_map_category_gps
448,1,"this looks like it was hacked up by some kids while they were playing video games. the start page seems decent enough, but the rest is not very quick nor useful. from some links you can't get back to the app. compared to most apps out there, we'll, garbage!",SanJose311,Apple,"[{'label': 'disgust', 'score': 0.590512752532959}, {'label': 'anger', 'score': 0.21123027801513672}]",look like hack kid play video game start page decent rest quick useful link compare garbage,0_car_enforcement_case_street
449,1,app was completely devoid of content until i closed and re-opened. it also refuses to accept my credentials on two major web browsers on desktop and in the mobile app. i use a password manager and i’ve “reset” my password to the same password 3 times now so i know i’m entering the details correctly.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6737730503082275}, {'label': 'neutral', 'score': 0.16837625205516815}]",completely devoid content close open refuse accept credential major web browser desktop mobile use password manager reset password password time know enter detail correctly,4_password_register_reset_login
450,1,"i have been trying to report an illegal dumping. after i complete all of the required fields, the app (and the website) for that matter, won’t accept it. i have tried multiple times and since its after hours, 311 will not take any info and sends me to the website/app. very frustrating.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8276212215423584}, {'label': 'anger', 'score': 0.09092896431684494}]",try illegal dumping complete require field website matter accept try multiple time hour info send website frustrating,-1_edit_post_website_new
451,1,"the old app worked every time! this one will not let me log in. after a call to the city 311, a live person helped me to access my account. it worked one more time after that and hasn’t since. i have no way to report the neighborhood issues!",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.5126891732215881}, {'label': 'sadness', 'score': 0.35746514797210693}]",old work time let log live person help access account work time way neighborhood issue,4_password_register_reset_login
455,1,"all this app does is allow city leaders to toot their own horns. actual city response to submissions is non-existent. also, photos taken with the app are not saved to the camera roll, so there is no record of the photos to use in the future. app crashes before you can submit request? you have to take new photos.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6579214334487915}, {'label': 'neutral', 'score': 0.20820362865924835}]",allow leader toot horn actual response submission non existent photo save camera roll record photo use future crash submit request new photo,-1_edit_post_website_new
457,2,reported streetlight out. 4 weeks later the status was changed to “closed”. that was over a week ago. the light is still out. *sigh*,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9080755710601807}, {'label': 'surprise', 'score': 0.05419902130961418}]",streetlight week later status change closed week ago light sigh,0_car_enforcement_case_street
458,1,"don't be fooled. this app advertises itself as a one stop shop for reporting issues in san jose. in reality, all you get is an an email telling you to call someone else. report are ""closed"" without any assistance, and an email telling you to figure out for yourself which agency you should call for any real action. very disappointing!",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8135930299758911}, {'label': 'surprise', 'score': 0.11439291387796402}]",fool advertise stop shop issue san jose reality email tell closed assistance email tell figure agency real action disappointing,-1_edit_post_website_new
459,1,trying to report a abandoned vehicle and the location services aren't working or letting me type in the address. tried calling the city and they no longer take calls on this matter. try sending an email and the link is down. don't know what else to do.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8888624310493469}, {'label': 'surprise', 'score': 0.04399127513170242}]",try abandon vehicle location service work let type address try long matter try send email link know,-1_edit_post_website_new
