,rating,review,app,source,sentiment,normalized_review,theme
427,5,"my neighborhood has delinquent children that spray graffiti on public property at least three times a year. after submitting a report to the app, a representative comes to clean it off within one business day. i am genuinely impressed at how quick the process was. i’m very happy to know san jose 311 cares for the community.",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.9668598771095276}, {'label': 'joy', 'score': 0.014248880557715893}]",neighborhood delinquent child spray graffiti public property time year submit representative come clean business day genuinely impressed quick process happy know san jose care community,-1_county_work great_close_communicate
429,5,"been using this app several times. one, to report an abandoned vehicle, two, to request my sidewalk painter red, three, to request a tree branch trimmed and four, to pick up an illegal dump. immediate response, produced follow up and confirmation once the work has been done. kudos to the dev and triaged team. great app and well deserved 5 stars.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.3321670591831207}, {'label': 'neutral', 'score': 0.23388074338436127}]",time abandon vehicle request sidewalk painter red request tree branch trim pick illegal dump immediate response produce follow confirmation work kudo dev triaged team great deserve star,7_review_needle_general_litter
435,5,"i very rarely write reviews, but i filed a cleanup request for an oven that was dumped outside my apartment and it was gone within the week! it had been sitting there for months beforehand. any app can send a prius to take you to dinner, it takes a special app to clean up the city!",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.6236410140991211}, {'label': 'sadness', 'score': 0.23474563658237457}]",rarely write review file cleanup request oven dump outside apartment week sit month send prius dinner special clean,10_clean_neighborhood_help neighborhood_great job
436,5,the app is super easy to use. obviously there needs to be more backend resources to action requests but a great starting point for letting residents make reports to the city. would love if more explanation was given on why a request is marked as resolved or closed.,SanJose311,Apple,"[{'label': 'joy', 'score': 0.49808505177497864}, {'label': 'neutral', 'score': 0.31549301743507385}]",super easy use obviously need backend resource action request great starting point let resident love explanation request mark resolve close,4_user friendly_friendly_user_easy use
452,4,"this app is terribly clunky, especially the address input section. but i’m so grateful for this app because i’ve received prompt responses to all of the requests i’ve put in for graffiti and illegal dumping. thank you csj!",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.5694637298583984}, {'label': 'joy', 'score': 0.2688828408718109}]",terribly clunky especially address input section grateful receive prompt response request graffiti illegal dumping thank csj,3_graffiti_list_light_car
453,5,easy to use and report many blighted issues plaguing my neighborhood.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.44113945960998535}, {'label': 'disgust', 'score': 0.20008431375026703}]",easy use blighted issue plague neighborhood,10_clean_neighborhood_help neighborhood_great job
454,5,"cant thank you enough. prompt action, really appreciate it.",SanJose311,Apple,"[{'label': 'joy', 'score': 0.4834217131137848}, {'label': 'surprise', 'score': 0.22891156375408173}]",thank prompt action appreciate,0_quick response_quick_response_response time
456,4,i see the spinning circle and nothing happens. it worked before the name change.,SanJose311,Apple,"[{'label': 'surprise', 'score': 0.7923844456672668}, {'label': 'sadness', 'score': 0.09684065729379654}]",spin circle happen work change,8_work time_involve_work_difference
475,5,i love this app. super easy and timely. keep up the good work,SanJose311,Apple,"[{'label': 'joy', 'score': 0.9424548745155334}, {'label': 'neutral', 'score': 0.024803373962640762}]",love super easy timely good work,0_quick response_quick_response_response time
480,5,easy way to submit to city of sj,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.633417010307312}, {'label': 'joy', 'score': 0.16140931844711304}]",easy way submit sj,1_far_issue fix_thing fix_bug
494,4,great app,SanJose311,Apple,"[{'label': 'joy', 'score': 0.7737656831741333}, {'label': 'neutral', 'score': 0.16343364119529724}]",great,11_great great_ok__
500,5,this app is so intuitive and user friendly.,SanJose311,Apple,"[{'label': 'joy', 'score': 0.6436882019042969}, {'label': 'neutral', 'score': 0.2667020261287689}]",intuitive user friendly,4_user friendly_friendly_user_easy use
503,5,works great easy to submit,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.5101224184036255}, {'label': 'joy', 'score': 0.37086984515190125}]",work great easy submit,1_far_issue fix_thing fix_bug
504,5,yes,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.8528302311897278}, {'label': 'sadness', 'score': 0.06026506796479225}]",yes,6_awesome_fantastic_excellent_cool
506,4,"the app is waaay better than the sj clean app, esp since it has additional requests. here are the major problems : scrolling on lists do not utilize momentum, when selecting car type, if it is a vw you need to swipe 8 times to get through list, vs a simple flick. map / location feature has awkward interaction method. would be good to see other items, code enforcement complaints, sidewalk damage, etc as options in general so they get classified and tracked appropriately. graffiti team seems lazy, if you report graffiti on a light pole but don't report the graffiti on the sidewalk below they will only clean the light pole. seems like they really like to mail it in, ""sorry no ticket for graffiti we are standing on"". it is clear they are motivated (paid) on a per ticket basis and not motivated to clean the area of report.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.6395789980888367}, {'label': 'sadness', 'score': 0.14946112036705017}]",waaay sj clean esp additional request major problem scroll list utilize momentum select car type vw need swipe time list vs simple flick map location feature awkward interaction method good item code enforcement complaint sidewalk damage etc option general classify track appropriately graffiti team lazy graffiti light pole graffiti sidewalk clean light pole like like mail sorry ticket graffiti stand clear motivate pay ticket basis motivated clean area,3_graffiti_list_light_car
510,4,"really slow, but issues are quickly addressed and fixed.",SanJose311,Google,"[{'label': 'surprise', 'score': 0.8510572910308838}, {'label': 'neutral', 'score': 0.0934443324804306}]",slow issue quickly address fix,1_far_issue fix_thing fix_bug
513,5,"the 311 app and web version serve its purpose. residents can report issues in a centralized database. the self service is fast and efficient. it can take some time to resolve more complex cases, but the biggest advantage is the data behind it to justify major improvement projects such as the led streetlight replacement and the repavement project. one improvement suggestion is to make the app more interactive by allowing residents to work as a team to combat issues together.",SanJose311,Google,"[{'label': 'neutral', 'score': 0.8359830379486084}, {'label': 'joy', 'score': 0.11165914684534073}]",web version serve purpose resident issue centralized database self service fast efficient time resolve complex case big advantage datum justify major improvement project lead streetlight replacement repavement project improvement suggestion interactive allow resident work team combat issue,3_graffiti_list_light_car
514,5,fast response and good action time.,SanJose311,Google,"[{'label': 'neutral', 'score': 0.8825309872627258}, {'label': 'joy', 'score': 0.08469348400831223}]",fast response good action time,0_quick response_quick_response_response time
516,4,great app and resourceful. but at times it has its moments,SanJose311,Google,"[{'label': 'sadness', 'score': 0.4255053400993347}, {'label': 'joy', 'score': 0.36269599199295044}]",great resourceful time moment,0_quick response_quick_response_response time
524,5,well attended,SanJose311,Google,"[{'label': 'neutral', 'score': 0.6172942519187927}, {'label': 'surprise', 'score': 0.16013668477535248}]",attend,8_work time_involve_work_difference
526,5,easy to use,SanJose311,Google,"[{'label': 'neutral', 'score': 0.76604825258255}, {'label': 'joy', 'score': 0.15946725010871887}]",easy use,9_use easy_easy use_use_great easy use
530,5,"this app is helping our community, so please you this app",SanJose311,Google,"[{'label': 'neutral', 'score': 0.6357445120811462}, {'label': 'joy', 'score': 0.271857351064682}]",help community,15_community_improve_community great_feel like
545,5,love it! very efficient and can see the progress/ receive updates on open tickets.,SanJose311,Google,"[{'label': 'joy', 'score': 0.6906188130378723}, {'label': 'neutral', 'score': 0.2326674908399582}]",love efficient receive update open ticket,0_quick response_quick_response_response time
551,5,really works,SanJose311,Google,"[{'label': 'surprise', 'score': 0.8409954309463501}, {'label': 'neutral', 'score': 0.10693494975566864}]",work,8_work time_involve_work_difference
552,5,amazing service.,SanJose311,Google,"[{'label': 'joy', 'score': 0.6689305305480957}, {'label': 'surprise', 'score': 0.22812806069850922}]",amazing service,0_quick response_quick_response_response time
553,4,great,SanJose311,Google,"[{'label': 'joy', 'score': 0.6147453188896179}, {'label': 'neutral', 'score': 0.2331211268901825}]",great,11_great great_ok__
554,5,"has helped me report two instances of illegal dumping and three instances of graffiti in my neighborhood. app works very well and the response to my tickets was very prompt. it helps me feel empowered, like i can make a difference in my neighborhood and city.",SanJose311,Google,"[{'label': 'joy', 'score': 0.9575404524803162}, {'label': 'anger', 'score': 0.02328743040561676}]",help instance illegal dumping instance graffiti neighborhood work response ticket prompt help feel empower like difference neighborhood,2_pothole_hole_pot hole_pot
580,4,"looks like this replaces the old ""san jose clean"" app. a great improvement and hopefully the city actually monitors and responds to the requests! note: the mobile version and desktop website will not let you use the same account because the mobile requires a 4 digit pin# and the website requires 8 digits minimum. please fix it and i'll give you 5 stars.",SanJose311,Google,"[{'label': 'neutral', 'score': 0.5504684448242188}, {'label': 'surprise', 'score': 0.25229451060295105}]",look like replace old san jose clean great improvement hopefully actually monitor respond request note mobile version desktop website let use account mobile require digit pin website require digit minimum fix star,-1_county_work great_close_communicate
581,5,good,SanJose311,Google,"[{'label': 'neutral', 'score': 0.6325145363807678}, {'label': 'joy', 'score': 0.18647092580795288}]",good,20_good far_far good_guy_far
582,5,"wow...such a clean, easy-to-use interface to report all the things i've wanted to but didn't due to lack of immediately accessible contact numbers. i love the map which shows all the reported items that were publicly shared. suggestion: a ""san jose events"" button would be a convenient link to festivals/ convention center/arena/community center/etc goings-on. great app nonetheless!",SanJose311,Google,"[{'label': 'surprise', 'score': 0.9532757997512817}, {'label': 'joy', 'score': 0.027512338012456894}]",wow clean easy use interface thing want lack immediately accessible contact number love map item publicly share suggestion san jose event button convenient link convention center arena community center etc going great nonetheless,3_graffiti_list_light_car
583,5,the greatest thing for san jose since the invention of the internet.,SanJose311,Google,"[{'label': 'joy', 'score': 0.4779536724090576}, {'label': 'neutral', 'score': 0.40074828267097473}]",great thing san jose invention internet,3_graffiti_list_light_car
584,5,"i have used scf to report illegal signs on the public right-of-way for years. however, there are times when public works fails to do their job and then replies on the complaint that it has been done. this is particularly annoying when they turn off “public commenting” so that there is only one way to respond, ….. and that involves making a new request. this has happened recently at 3946 northside drive in macon, ga. public works has falsely stated (3 times) that the illegal signs and the illegal sign under construction had been removed. as of right now, the steel sign posts and the wooden sign posts are still in the same place, the public right-of-way. someone in authority needs to step up and take responsibility.",SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.2836625576019287}, {'label': 'neutral', 'score': 0.2657470107078552}]",scf illegal sign public right way year time public work fail job reply complaint particularly annoying turn public commenting way respond involve new request happen recently northside drive macon ga public work falsely state time illegal sign illegal sign construction remove right steel sign post wooden sign post place public right way authority need step responsibility,2_pothole_hole_pot hole_pot
586,5,"this app does exactly what you need it to do and is much easier than figuring out the address where you see an issue on the fly. only improvement that's coming to mind would be to have the option to pre-populate the type of report via your profile. for instance, i almost never report anything beyond graffiti. i'd love for my reports to default to graffiti so i don't have to scroll through the list of options every time to make the same selection.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.9576836824417114}, {'label': 'surprise', 'score': 0.0159897617995739}]",exactly need easy figure address issue fly improvement come mind option pre populate type profile instance graffiti love default graffiti scroll list option time selection,-1_county_work great_close_communicate
594,5,"within days of reporting a damaged storm water drain with rebar exposed, the city installed a brand new one making that spot in our neighborhood where many people walk daily safe again. see click fix is not only a time saver, but since it is so easy to report issues, i am happy to keep submitting instead of trying to make phone calls and send emails. wonderful tool!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9628295302391052}, {'label': 'surprise', 'score': 0.02015654183924198}]",day damage storm water drain rebar expose instal brand new spot neighborhood walk daily safe click fix time saver easy issue happy submit instead try phone send email wonderful tool,2_pothole_hole_pot hole_pot
595,4,"i be found the app to be quite useful in reporting issues such as graffiti, potholes, and other public safety issues. seems to have some ongoing odd gps location issues where it defaults to a specific address. also i've noticed that there are a handful of posters responsible for a disproportionate number of reported issues including some very fickle issues such as a single candy wrapper next to a public walkway. i think the app could benefit from some moderating in such instances.",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.362880676984787}, {'label': 'anger', 'score': 0.27224040031433105}]",find useful issue graffiti pothole public safety issue ongoing odd gps location issue default specific address notice handful poster responsible disproportionate number issue include fickle issue single candy wrapper public walkway think benefit moderate instance,3_graffiti_list_light_car
597,5,"really wish this app had a way to edit or delete a post after submitting. at least twice i’ve accidentally swiped a finger (yes, my fault) and ended up with incomplete postings. after hitting “submit” it would be very helpful if there was a message something like “once submitted your post cannot be edited or deleted, are you ready to submit at this time?”",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6333435773849487}, {'label': 'surprise', 'score': 0.25026991963386536}]",wish way edit delete post submit twice accidentally swipe finger yes fault end incomplete posting hit submit helpful message like submit post edit delete ready submit time,1_far_issue fix_thing fix_bug
601,5,living on this alley has made me realize that much of the damage is also due to the amount of traffic using it as a through street. many patrons leaving the pharmacy head north instead of exiting to 9th. the alley is busier than lincoln street to the front of my house. my wife and i are both retired and see this daily out our backyard. a no left turn sign from the pharmacy might be in order.,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.40677863359451294}, {'label': 'sadness', 'score': 0.2875955104827881}]",live alley realize damage traffic street patron leave pharmacy head north instead exit alley busy lincoln street house wife retire daily backyard left turn sign pharmacy order,-1_county_work great_close_communicate
602,4,i like the ease of reporting and the overall functions of the app. however there should be a way for the government entities to not be able to close a report without verification by a third party or the person who submitted the issue. a county near me posts an automated answer with vague information and many times the issue is not actually handled. or they say they have handled it even though it’s an ongoing issue.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.731873631477356}, {'label': 'surprise', 'score': 0.09424035251140594}]",like ease overall function way government entity able close verification party person submit issue county near post automate answer vague information time issue actually handle handle ongoing issue,-1_county_work great_close_communicate
604,5,"i don’t know what public works repaired on wednesday evening but you guys rock! we have lived in skyline for 8 years. the next day, i had the best shower of my life in 8 years!! on saturday i could run my dishwasher and washing machine at the same time and it didn’t take forever for both of them to fill. whatever you repaired made a huge difference!!! thank you for all your hard work. pam balentine",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4585933983325958}, {'label': 'surprise', 'score': 0.4474961459636688}]",know public work repair wednesday evening guy rock live skyline year day good shower life year saturday run dishwasher washing machine time forever fill repair huge difference thank hard work pam balentine,3_graffiti_list_light_car
606,5,the city of marlborough ma uses this app. i’ve reported a couple of issues and they always respond within the same day. not necessarily to fix the issue but to let me know it’s on their agenda. certainly useful in closing the time between rude things happening and getting a fix. a great public service tool!,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.7683436870574951}, {'label': 'neutral', 'score': 0.11933761090040207}]",marlborough use couple issue respond day necessarily fix issue let know agenda certainly useful close time rude thing happen fix great public service tool,-1_county_work great_close_communicate
608,5,it is a great way to see what issues are going on on in our community’s and other community’s and stay up to date on the current issues it is also a smooth and non-complicated process to report issues and also runs smooth and doesn’t crash my phone,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8135771155357361}, {'label': 'neutral', 'score': 0.1484536975622177}]",great way issue community community stay date current issue smooth non complicated process issue run smooth crash phone,12_phone_definitely_version_new
609,5,this app has made me have faith in the city of vallejo. you record something on this app and presto it gets taken care of. seems like it’s a great way to show accountability for the employees & you visual see things get taken care of or fixed. makes you want to keep paying your city taxes & thank the employees for doing their jobs for us tax payers.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7946012020111084}, {'label': 'neutral', 'score': 0.12474610656499863}]",faith vallejo record presto care like great way accountability employee visual thing care fix want pay taxis thank employee job tax payer,-1_county_work great_close_communicate
611,5,the previous reporting app used by multnomah county was cumbersome and very difficult to navigate. click/fix is fantastic. some of the best features are: 1)submitting a photo also provides the exact location 2) logical screen sequence to report an issue 3) immediate submission acknowledgement and subsequent followup 4) option to share posting with impacted neighbors,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.45965448021888733}, {'label': 'joy', 'score': 0.41969627141952515}]",previous multnomah county cumbersome difficult navigate click fix fantastic good feature photo provide exact location logical screen sequence issue immediate submission acknowledgement subsequent followup option share post impact neighbor,3_graffiti_list_light_car
612,5,you guys are great i just wish you had more funding and more people working for you so you can make the streets of vallejo a lot cleaner and better! i mean dang vallejo had two presidential candidates come to our town and we have to do better than this. so thank you see it click it fix it! i appreciate what you do...,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.598389744758606}, {'label': 'surprise', 'score': 0.19863080978393555}]",guy great wish funding work street vallejo lot clean mean dang vallejo presidential candidate come thank click fix appreciate,-1_county_work great_close_communicate
616,4,i give this app for stars for two reasons one there is no ipad app two they change my city app and deleted it without putting a notice on the app saying to download this one i have to find out on my own imagine people that are not tech savvy and would even think about to do that. but this app is better than the website still think it could be improved.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.39897340536117554}, {'label': 'surprise', 'score': 0.3756502568721771}]",star reason ipad change delete notice download find imagine tech savvy think website think improve,-1_county_work great_close_communicate
618,5,"i want to thank see click fix and the staff in lake elsinore for their prompt and thorough work. cleaning up other people junk is not a pleasant job, but our residents truly appreciate your efforts. you keep our community clean and presentable and ultimately improve our property value. thank you for everything you do!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9890275001525879}, {'label': 'surprise', 'score': 0.004001285415142775}]",want thank click fix staff lake elsinore prompt thorough work clean junk pleasant job resident truly appreciate effort community clean presentable ultimately improve property value thank,7_review_needle_general_litter
619,5,a big tree fell across the street and it took less than a half hour for them to show up with all the needed equipment to quickly and professionally clear the road. friendly workers who cleaned up after themselves and had smiles the whole time. thank you.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4699960947036743}, {'label': 'surprise', 'score': 0.40086448192596436}]",big tree fall street half hour need equipment quickly professionally clear road friendly worker clean smile time thank,2_pothole_hole_pot hole_pot
620,4,"sometimes—like to report an abandoned car in your neighborhood—this app requires multiple tiny details, many of which i can only guess at but usually it’s a quick way to alert the city to non-emergency stuff that needs attention: a new pothole dangerous to cyclists, street lights out, suspicious water flows (busted sewer?) etc",SeeClickFix,Apple,"[{'label': 'fear', 'score': 0.613231360912323}, {'label': 'neutral', 'score': 0.21334856748580933}]",like abandon car neighborhood require multiple tiny detail guess usually quick way alert non emergency stuff need attention new pothole dangerous cyclist street light suspicious water flow bust sewer etc,3_graffiti_list_light_car
624,5,i was able to photograph and locate an issue and submit the problem immediately to the city. on my morning walk the next day it had already been fixed. a wonderful useful and useable application!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9134843349456787}, {'label': 'surprise', 'score': 0.04855463653802872}]",able photograph locate issue submit problem immediately morning walk day fix wonderful useful useable application,19_photo_picture_error_upload
626,4,starts with 5 stars because it works! loses one star because it's hard to use and you have to click a bunch of extra steps to acknowledge things instead of making the form better. for example one could require a street corner or description from nearest gps point to handle some poor gps coordinates from phone. thanks though!,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.4674854278564453}, {'label': 'sadness', 'score': 0.3017788827419281}]",start star work lose star hard use click bunch extra step acknowledge thing instead form example require street corner description near gps point handle poor gps coordinate phone thank,14_gps_location_map_instead
627,4,"while my hometown city doesn't use seeclickfix for infrastructure deficiency reporting, i live in an area where 2 neighboring cities & 3rd city about an hour away uses seeclickfix app platform. instead of having multiple apps for multiple cities, government agencies, etc which use the scf platform, this app does it all in one. update: downgraded to 4 stars because the comments aren’t showing in the app.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.3990095555782318}, {'label': 'neutral', 'score': 0.34329020977020264}]",hometown use seeclickfix infrastructure deficiency live area neighbor hour away use seeclickfix platform instead multiple multiple government agency etc use scf platform update downgrade star comment,-1_county_work great_close_communicate
628,5,"when i moved to oakland i was surprised at the condition of the roads. i mentioned seeing some garbage left on the sidewalk and a neighbor told me about seeclickfix! for a test i wrote up about a pothole. within a week it was filled! what a surprise! i’ve been reporting all sorts of incidents like debris, potholes, and sidewalk tripping hazards. i’m impressed with the promptness of the response to fix. i also learned that if anything may be hazardous waste to contact the fire department- who came by the very next day to pick up the 5-gallon cans of used paint! the app is easy to use, similar to the website reporting.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.9738336801528931}, {'label': 'neutral', 'score': 0.00695011718198657}]",oakland surprised condition road mention garbage leave sidewalk neighbor tell seeclickfix test write pothole week fill surprise sort incident like debris pothole sidewalk tripping hazard impressed promptness response fix learn hazardous waste contact fire come day pick gallon paint easy use similar website,-1_county_work great_close_communicate
629,4,"the app is not perfect, but solid enough to get the job done…and it is so much better than previous systems i have used! the app is only a tool that makes it much easier to report problems, so the very bad reviews based on how the cities actually respond (or don’t) to the reports are not at all fair to the creators of the app itself.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.44967976212501526}, {'label': 'surprise', 'score': 0.1982029676437378}]",perfect solid job previous system tool easy problem bad review base actually respond fair creator,1_far_issue fix_thing fix_bug
633,5,i love the fact that there is a means for the public to report issues in oakland that needs to be addressed. city employees can not be everywhere so having the public's eyes helps everyone who lives and works in oakland. it has been my experience that the city responds in a timely manner whenever i've reported an issue.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9549953937530518}, {'label': 'neutral', 'score': 0.02729634940624237}]",love fact means public issue oakland need address employee public eye help live work oakland experience respond timely manner issue,16_oakland_code enforcement_complaint_enforcement
634,5,i have submitted three different street lights in my neighborhood that was not working. an within a few days all three were repair. it's so much easier than having to call the city an get someone to listen. just click submit an your done.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.6124277710914612}, {'label': 'surprise', 'score': 0.2189541757106781}]",submit different street light neighborhood work day repair easy listen click submit,-1_county_work great_close_communicate
636,4,"the app makes reporting easy but one problem i noticed was if i see something that needs to be reported and i’m driving at the time, i can snap a picture but i need to pull over in order to submit because the app will always take the gps address even if i type in the correct address of the violation it won’t accept it.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.36805638670921326}, {'label': 'anger', 'score': 0.35307928919792175}]",easy problem notice need drive time snap picture need pull order submit gps address type correct address violation accept,14_gps_location_map_instead
638,4,"never had a problem. easy to use. provides a great service. i report potholes all the time. if you were no longer near the location, you can move the location of your report on the map. i would give it five stars, but i'm not 100% sure these reports or actually submitted to local governments or not.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7512316107749939}, {'label': 'joy', 'score': 0.09674615412950516}]",problem easy use provide great service pothole time long near location location map star sure actually submit local government,-1_county_work great_close_communicate
639,5,"my scf app fails consistently, most likely because they fail to keep up as os's improve. i start a report and if there is a pic in it the app quits half way thru the report. the app has not been updated since 2014 according to this page.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8472587466239929}, {'label': 'anger', 'score': 0.07620561122894287}]",scf fail consistently likely fail os improve start pic quit half way update accord page,1_far_issue fix_thing fix_bug
640,5,"i placed a request to have 4 shopping carts removed that were on promenade ave. the very next day, i received info that the task had been completed and resolved. the issue was resolved very quickly.",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5609106421470642}, {'label': 'surprise', 'score': 0.3131702244281769}]",place request shopping cart remove promenade ave day receive info task complete resolve issue resolve quickly,-1_county_work great_close_communicate
642,5,"i sent a request last week to see, click, fix about the fire hazard danger of overgrown weeds/bushes on the fire road behind the houses on sunmeadow st. the crew literally had it cleared early the week after my request. thank you crew! job well done!",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.31976962089538574}, {'label': 'joy', 'score': 0.2802172303199768}]",send request week click fix fire hazard danger overgrown weed bush fire road house sunmeadow st crew literally clear early week request thank crew job,7_review_needle_general_litter
644,5,this is app is easy to use and allows you to put additional information to help explain the situation. very helpful and creates a quick turn around time with the county while also providing feedback in a timely manner.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5361738204956055}, {'label': 'neutral', 'score': 0.3766355514526367}]",easy use allow additional information help explain situation helpful create quick turn time county provide feedback timely manner,4_user friendly_friendly_user_easy use
645,5,"no more calling since my daughter downloaded this app. now i take a picture of the trash that others dump in my neighborhood and magically the fairy angels come and pick it up. like magic, poof it’s gone, but there has been time that i had to resend. thank you for this app city of oakland.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.5149900317192078}, {'label': 'neutral', 'score': 0.20009827613830566}]",calling daughter download picture trash dump neighborhood magically fairy angel come pick like magic poof time resend thank oakland,16_oakland_code enforcement_complaint_enforcement
648,5,"app works great, easy to send issues and follow up on them. chicago is not integrated well into this, though. many issues are not listed and issues get closed by the city when they haven't been resolved.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7743308544158936}, {'label': 'sadness', 'score': 0.1052132099866867}]",work great easy send issue follow chicago integrate issue list issue close resolve,1_far_issue fix_thing fix_bug
649,5,this app works very well for my purposes to communicate property needs that should be reported . action is almost always taken and notifications are sent.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7888830304145813}, {'label': 'joy', 'score': 0.13734987378120422}]",work purpose communicate property need action notification send,0_quick response_quick_response_response time
650,5,"i find that with this app we get things done, especially if someone takes a picture. thank you to all the city representatives that take the time to respond. #lovemycity #lovecorona",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9559664130210876}, {'label': 'anger', 'score': 0.019639132544398308}]",find thing especially picture thank representative time respond lovemycity lovecorona,-1_county_work great_close_communicate
651,5,"i am loving this app… response time is quick, and the first few things i've reported were taken care of within a couple days or so. it really does work, and it is very easy to use. :-)",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9831444025039673}, {'label': 'surprise', 'score': 0.008649937808513641}]",love response time quick thing care couple day work easy use,0_quick response_quick_response_response time
652,5,it is amazing the problems in the neighborhood that the city of folsom has been so proactive in taking care of certain situations in our neighborhoods. i. e. abandoned vehicles/ cars parked on the lawn / tall dried weeds that had the potential of a fire threatening homes.,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.6957730054855347}, {'label': 'fear', 'score': 0.18672259151935577}]",amazing problem neighborhood folsom proactive care certain situation neighborhood abandon car park lawn tall dry weed potential fire threaten home,10_clean_neighborhood_help neighborhood_great job
654,5,this is a must for any county - it gives citizens the opportunity to report on things they see that need fixing or addressing. you may see a fallen sign or trash on the roadway. now you can report it!,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7614296078681946}, {'label': 'anger', 'score': 0.0951005071401596}]",county citizen opportunity thing need fix address fall sign trash roadway,2_pothole_hole_pot hole_pot
655,5,a friend of mine recommended this app to report issues and it works so well. i submitted an issue yesterday and it was fixed today. what a great idea. thank you guys for creating this app to make our cities and communities better!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7187761664390564}, {'label': 'surprise', 'score': 0.22086766362190247}]",friend recommend issue work submit issue yesterday fix today great idea thank guy create community,-1_county_work great_close_communicate
656,5,i think it’s a really good site. they told us about this at the city that we saw something that was graffiti to report it. they were gonna clean up. we really appreciate this. thank you.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9458988904953003}, {'label': 'surprise', 'score': 0.027908727526664734}]",think good site tell graffiti clean appreciate thank,3_graffiti_list_light_car
657,5,"i have used this app many times, and all the time there were positive results. the app is users friendly and straight forward. highly recommended!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9828867316246033}, {'label': 'surprise', 'score': 0.006622196640819311}]",time time positive result user friendly straight forward highly recommend,4_user friendly_friendly_user_easy use
658,4,"easy to use and thankful it exists. last thing i wanna do is sit on hold with the service provider to tend to an issue, or send an email and hope the person isn’t on vacation. the work gets done.",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5435293316841125}, {'label': 'neutral', 'score': 0.36548489332199097}]",easy use thankful exist thing wanna sit hold service provider tend issue send email hope person vacation work,-1_county_work great_close_communicate
659,5,our hill is always forgotten about when it comes to sanding unless someone complains. the sander always goes up to the end of russ st and never continues down door to vinton. please be sure to take care of our hill. thank you,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8268114924430847}, {'label': 'surprise', 'score': 0.06203664094209671}]",hill forget come sand complain sander end russ st continue door vinton sure care hill thank,7_review_needle_general_litter
661,5,i love this app! it’s easy to log in issues and action typically takes place 1-4 days after reporting. it’s a hugely important tool for oakland residents to help improve our surroundings.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9817750453948975}, {'label': 'surprise', 'score': 0.007651002146303654}]",love easy log issue action typically place day hugely important tool oakland resident help improve surrounding,16_oakland_code enforcement_complaint_enforcement
