rating,review
1,App failures abound ... Website too! Needs to be addressed or deleted.
5,It has never failed me
5,Good app. My city monitors issues + addresses them promptly.
3,"Useful, but clunky"
1,"I can't report anything because I get an error page. I tried to get to 
support and got an error message. I can use the app to see issues in my 
area but can't report any. I'm done and uninstalled. Pinellas Park Florida"
5,Quick easy way to report minor local issues!
4,I use the site through my laptop and I really enjoy it. The company is very useful. Thank you!
5,So easy to use and response time is quick too!
5,"Love it, fill out the form and it's taken care of."
5,Great app
5,Works great on android.
4,Great resource for info about my neighborhood and identifying problem spots.
4,"Good app, although some states have not implemented the usage of it unfortunately as they have not heard about it."
5,It's great and simple to use.
1,Keep getting network error when I try to send problemreport.  Know it's not on my end. I was redirected to this app by my county's official website which says they use.
5,Action happens
5,"A little bit of a learning curve but it works great, especially with a responsive Public Works Department . They have done a great job on the pitholes."
5,The app has gotten results where my phone call to the city has not. It's easy to use and had become a great plus to the community.
5,Great
5,Very convenient.
3,A little clunky but it gets the job done
3,"the idea for the app is good but the ui needs some work. the map constantly repositions and zooms in/out once an area is selected. this reposition and zoom is performed with a slow animation and is unnecessary. sometimes there is also an animation that zooms in from the continental US all the way back to your city.  why? can a user disable all of the animations as an option?  also, when using a report there are 2 fields for issue description. why? What's the difference? why is one required and one optional?  I do think this app allows residents to give input to the city, and receive feedback very quickly.  I just wish the interface was improved."
4,This really helps connect residents with City government to report problems. It feels churlish to note that it's hard to navigate and I wasn't totally sure my report was actually summited.
4,"Fast, easy and user friendly"
5,Great on point
5,"Handy for reporting problems, etc."
1,Very slow running app.
5,Great tool to keep our city safe and beautiful
4,This is very helpful. Thank you!
5,Great app to report issues!
4,Generally issues are resolved.
4,"Useful but slow and clunky.  Keep getting network errors when submitting and can only submit 5 photos per report, requiring numerous submissions for the same overall concern."
5,Love it!
5,"TRULY THEY TAKE CARE OF BUSINESS,"
4,Very convenient to use the app. GPS locator could work better but typing location description helps.
3,"Why does New Haven, CT show up as a POI for me? I live in Wisconsin. I've attempted to delete it multiple times but it crops up again. Annoying."
4,Love the concept. Won't let meup d's ate profile though.
4,Thanks again
5,Great app (and website) for reporting city issues.
5,Easy to use
5,Easy to use.
5,Something always gets done!!
5,Works only as well as the people monitoring it. But the app itself is very easy to use.
5,Use the app all the time!
5,Great for alerting authorities of issues as well as receiving notifications of problems/repairs in the community.
3,"Very useful app that allows everyone with a smartphone to report nuisances in their neighborhood to authorities in an easy to use manner.  Update 10/16/2017: dear developers, can you pls. look at the coding of this app. It was really easy to use a few years ago, but right now it's a pain in the ass - reporting an issue takes up to 5 minutes, have to type in the same information again, user interface unintuitive, app hanging and freezing, and so on."
5,So easy to use and there are quick responses
5,I love the idea of being able to report city problems like this. Great concept!
1,Submitted request to have the street light fixed in front of my house a month ago and got no response and streetlight is still out. So this app is of no use.
5,"Great app, for reporting non emergency issues in the community!"
5,It gets things done
5,Great for getting in touch with your local public works.
5,Love it
5,Easy and reliable way to report issues that should be fixed. Quick answer and resolution to reported issues. This is a great way for the community to collaborate with the city.
5,This is a good App for Detroit.
5,Great way to get things fixed fast.
5,It's a great app
4,Why won't it takes my passwords to load app?
5,It keeps me informed
5,Great idea!
5,Great
5,I'm so glad we can finally click and submit issues.
5,Works great and previous issues reported were fixed in a timely manner
5,Great new Android app.
5,Great app
4,"Seems to work in my town, authorities did fix the issues I reported. My question is, why do you have separate apps like this one and almost identical made for my state (MA)?"
5,Great way to report infrastructure issues to your city or county.
5,Great app.  Easy to use and very useful.  Easiest way to report local problems in my town.
5,App works fine for me
5,Always coming through to clean up the mess! Much appreciated!
4,"App usually works well. Sometimes it times out and won't let me submit. Overall, good though."
5,Great
5,Works well.  Remains to be seen if the city will respond in a timely manner.
2,Very unstable.  Crashes frequently when uploading photos and or sending a report.
4,Great app when you can get the cities attention
5,So awesome! Great way to communicate with the city!
4,Great idea.
5,Great app!
1,Aweful... impossible to respond
4,"This app is really helpful, no complaints so far."
4,Once you come to the realization that some big ticket items won't get fixed within a reasonable amount of time you can focus on the stuff that will get addressed like abandoned vehicles.
5,Works great on nougat. Love being able to report. Seems like response and time is acceptable in Chicago.
5,Amazing
4,"So far so good, we'll see if things get fixed or not"
3,"The app works for the most part, but errors have popped up multiple times when I try to submit violations. There are still bug fixes to work out."
5,Helping all citizens equally. Thank you
5,Great app better than standing  in lane to speak with somebody 😊
4,"Lets me easily submit issues or even ask questions about future construction plans, and answers come quickly. Choosing the right address can be a little quirky."
4,"I can't comment it, yet, until I see the problem fixed."
4,Seems to be working at times.
1,"Just installed app to report a problem. Tried 3 times, will not let me submit, recycles to make me start over."
5,Like it
5,Great way to report issues to the city when they are first recognized... doing we always have our phone with us?
5,A friend said he had excellent help by using this in North Carolina
4,"Easy to use, you can report anonymously if a sensitive issue, and you can check the status of the issue and get automatic updates on the issue as well as other issues in your area."
5,"Great app, works!"
5,Works well. NEEDS automatic latitude and longitude
1,"Medford does not address items reported here. When they do they either say they're forwarding it in to another department who isn't using the app and it stalls or they ""close"" it even though it isn't resolved"
1,Your address and name will be public
5,i like the heads up about nearby problems reported by neighbours
5,Great app.  The city of Oakland definitely / regularly responds to everything I've reported for repair.
1,Unknown errors all the time. It sucks
5,Concerns do get fixed.
5,"Thus far has been quite helpful in reporting issues around the city. Looking at current reviews, perhaps there are some bugs that need fixing."
5,Convient
5,Very useful!!!!
5,I love this app!
2,"Bug fixes, my a$$. Since updating it won't do anything without promoting to open a web browser. Was pretty useful app before I updated. How about keeping a link to previous version accessible so when updates break something a roll back is an option until a working update is released? This much should be mandatory for all apps on play store."
5,This is a great app to get a lot of things done around the city with this app
5,Great app!!!!  Trying to keep the neighborhood looking presentable.... this app makes it much easier.  Thanks!
1,"Can't even register. Tried to register for Antioch Ca. Error msg says ""closet intersection not entered"" There is no place to put that information anywhere on the Register screen."
3,Very cumbersome to use
3,"App works, a little buggy at times."
5,Ok so far
4,Very helpful in resolving all types of problems.
3,Stop updating this app and completely changing it every few weeks!  They took away good features like the pre selected categories of needs.
5,"Works great, makes reporting issues easy."
5,Great app.  Thanks
3,Loved this app!!! It's very helpful with any issues that thought having and you can do it anonymously. plus my issue was addressed really quick and Gave me info on what to do. Loved it but my landlord found out I reported my door on the website and my landlord hates us so he knew our door was broken and so the board of health got involved so he fixed my door by putting a bathroom door on backwards and upside-down he also only left that lock on the little doorknob lock that you would have on your home not in a dangerous place. I can only open my door 3 feet but it gets stuck when open so if there's a fire I'm screwed. He never fixed the door frame so I had to use plastic bags as insulation to try and keep the heat in here during the winter which is also a fire hazards but the board of health passed the door for inspection. Oh yeah a girl kicked the door open sure to lose frame she weighs about 100lbs it was 2am wee were sleeping and could have died. Other than that it's a great app.
5,Great app with quick response from the city. Much better than trying to call.
5,Yes Richmond VA
5,I have used this a few times and each time issue was taken care of and I was notified it was taken care of. This is a great tool.
4,"Works really well outside of a couple of issues.  I find that if I use the ""camera"" option to submit a report, and try to submit anonymously, I get an error saying I have to enter my email address.  But there is no field that I can find to enter it.  If I then try again but choose ""gallery"" and select the photo I just took for the failed report, I can submit anonymously with no trouble.  In any case, it is awesome to have this access to tell the city about issues, they normally acknowledge reports within a couple of days."
5,As long as I'm able to report hazardous conditions on this application I'm happy.
4,So outs a bit grumpy at times. Bit overall I love being able too report potholes and other issues on the fly
1,"I've installed the app, but when I open it, it's at same page and wants me to install the app again. It shows my current location incorrectly. I'll continue to use ABQ 311 app if I can."
5,I love this app! Thank you for creating it.
5,I had been emailimg the city for an issue and after posting it into this app. The support was immediate in getting the issue corrected.
4,Effective  tool to communicate with city services
2,I just downloaded this app and have had tons of issues with it so far. I thought it would be easy to upload a photo with an explanation but have not had success. I will contact support to see if they can help. In the meantime i guess I'll try from my computer.
5,Gets me involved with the city
4,Great app!  Occasionally gets confused when I report several issues on a row and won't allow me​ to submit another until I restart my phone.
5,"Great app, Use this every day to report issues to local government. They always respond right away and get this issues done."
5,New UI much improved
5,Much easier then waiting on hold all day to contact the city. Response time seems fast
5,I've discovered this app to be the best means for reporting various issues throughout Oakland. I recommend it to acquaintances.
5,"An easy way to get things taken care of with the city,  etc."
4,"So easy to use, maybe takes a while for services to get done. But I still like it."
3,Does not always work but the concept is really great
5,What a great app.  Trash and potholes get fixed within two weeks.  I'm really glad my city of Oakland is using this.
2,Can't see the map - always appears blank. Does not show list of categories when an address is searched. Love the service but this app is entirely non-functional.
1,Spam email piece of junk does not work with City of Richmond Virginia and I can't stop the spam emails
2,"Finding the issues you have reported is not intuitive at all. This use to be better, Now they are listed under profile or my profile which is not intuitive at all. It is really frustrating when something like that is not done better after you have had this app in place for so long. It really makes me wonder if St Pete made a really poor choice selecting this app. Only 50,000 downloads, I am sure only a small fraction of those are using this app."
5,Has helped me   change my neighborhood single-handed. Powerful Tool whn properly applied
4,"great way to report problems/issues in my neighborhood. 9/10 issues are resolved within days. location function needs improvement, my house is odd # app always puts me on the even side."
4,"Recently, the ""use my current location"" option had consistently put the dot on the wrong side of the street. All other apps with maps are fine, so I don't know what's up with this one. Also, if I turn the phone from portrait to landscape, the map zooms out to show the whole metro area.  The one feature I'd ask for is the ability to pick a range of addresses for one report."
1,"Tried to submit an issue, keeps giving me a error message. My device and app are updated and no other issues are apparent."
2,New version freezes constantly.
3,"Hi SCF, Since the upgrade I can no longer post issues or see my profile page.  I have tried reinstalling but it doesn't help.  I keep getting the message ""sorry SCF has quit.  Help!"
4,"I was surprised how many requests for replacement trash containers!  But there are so many unresolved problems.  I am located in Macon, GA."
1,Can only submit issues for potholes or graffiti for City of Toronto...no other options on the mobile app. Can't submit anything for other issues.  USELESS
5,"Amazing update. It is now not only easy to follow and report, but its actually fun to use. The app is clean and clear, which makes it enjoyable to move around and explore, as well as report. Super happy that an Android update came out!!!"
1,"This app has less features than the current app I'm using ""ACT Chula Vista""."
5,Very effective for reporting issues in DC that are not emergencies.  Leads to action by DPW or relevant agency.
1,"On my Nexus 5x I get server error 401, does not allow me to report issues. With the old app and the new update."
5,It's great being able to help inable the right organization to take care of business whether it's potholes to neglected properties.  We are cleaning up our neighborhoods one request at a time :)
5,"I love the new interface. Especially with changing the things up to a wrench heart. Everything feels much smoother now, and modern. (Runs fabulous on the Pixel phone!!) I'm no longer having issues using the app on 4G now, either."
3,"Nice redesign except it should be easier to find the report an issue button.  Update - received response (excellent) asking if location of report button ""is fundamental flaw or something that takes getting used to with the new design?""  IMHO fundamental flaw. I use SCF exclusively to report things. When I opened the new design I was/am presented with lots of ""place"" icons (news, twitter (?), facebook (!?), etc.) and did not see a report icon. I then went to the upper right looking for the report icon. After trying all those (report is not on any of the menus) I finally noticed it in the bottom bar in faded gray.  I suggest that report be one of the place icons and be in top menu. Cheers."
2,Does not allow to describe problem in City of Oakland CA.  Asks for category but none are on the page and ultimately will not  allow you to report issue.
4,"Informing the city of pot holes, graffiti, and other nuisances is made easy with this app. And the city does respond."
5,Great concept
1,Destroyed a perfectly good app now it crashes every time I open it utterly useless also needs a page that just has city phone numbers because half of what's posted just sits there and never gets closed or in this town even looked at for that matter I'd rather call these yahoos out directly so I know I'm being heard add city service line phone number page
5,Love it! Power to the People!
5,Love the new UX and the duplicate issue detection feature is a game changer for civic reporting!
5,"The modern, clean redesign is very user friendly and the ability to see all my issues and their status on my profile page is a huge improvement. I also really like the ability to add multiple images to an issue because sometimes one is definitely not enough. Overall great job!"
1,"Last few times I've tried to submit reports, I get repeated ""action failed due to network failure"" messages, whether I'm connected to wifi or cellular."
1,I keep getting Network Unavailable FIX IT
3,"The app if generally slow on my Nexus 6 and failed a few times.  The main issue however is that posting to this never had an effect, nothing was ever done so why bother."
5,It takes a little while but the request usually gets taken care of
4,Good
3,This app is a really amazing and very useful idea. I'm just now downloading it and hope that it will work to get some things fixed in my town. Thank you to the creators.
1,I keep getting a non athenticated public Wi-Fi message and can't log on.  I never use public Wi-Fi so what is  the problem?
1,"This morning I reported about 200 chair tacks, basically an enormous thumbtack in the street in front of my house. They did nothing my tires have been riddled with these things. And then looking through past complaints from other people there's complaints that are months old and still open never even acknowledged. Obviously this system failed"
4,"I've been a user since the city started using this and think it's a helpful app overall. However, today I keep getting errors when I try to submit a photo with the complain."
1,I hate these new dumb apps that will not start unless you have location on. FYI app designers! it should be optional and not requirement. Uninstalling it because it is not user friendly. I have to unable and then disable location each time so it does not drain my battery. When you remove this annoying feature  people might actually start using it. Use some logic for God sake...
2,Why can't I open the app without my location? What if I just need to read something? You need to know where I am?
2,Do not like the fact i cannot access the app without turning on GPS.
3,It shows I reported something but then I don't know if it was fixed.
3,Still not sure why a mobile app was made where you can't report certain things.  Hopefully this update will suffice.
1,Buggy. App brings up error 401 message every time I try to report. Useless.
5,Hard to beat this as a way to connect with government officials and community members. Totally changed how I see issues in my city.
2,Need to sort by date!!!
5,Great way to alert the city of problems
1,Network unavailable no matter what I try to do...
1,Installed.  Tells me that network is unavailable.  Hmmm...then how exactly did I install the app from the Google play store? By magic? Uninstalled.
1,"The developer decided to over think the usage of the app.  I don't need a GPS to send a report.  I can't stop in the middle of the road to take a picture or get coordinates.  I've always left a very accurate description and the problems I've reported in the past have been fixed.  Turning on GPS should be an option, not a requirement.  I'll keep the app and try it every once in a while to see if anything changes, but it's useless to me if I have to cut on location services.  I just won't use it."
2,To turn on GPS is a must to run the app.
1,Will not connect. Says network unavailable.
1,Like a circular file.
5,"The street light in front of my house had been out for some time. Everyone said call the city,I said yeah right, like they'll come right on out and fix it. I thought id try anyway.  I got a call back the next morning,  I was so surprised how promped they were.       So a few weeks later someone just droped off an old couch right across the street  from my house,so I texted again and they came out the next morning and removed the dirty old couch. Thank you all for making me feel so important.   Myra Brown"
5,The county is underway with this one...Bravo Zulu!
5,Excellent
2,"Not sure if it's the app or the city but I am unable to create new reports with app, must use my computer."
3,So far so good...I just hope (South) DeKalb County will listen to the citizens. We matter too.
2,"Doesn't understand that I've selected a category and custom location confuses it, very frustrating."
1,App does not work for reporting problem in Houston. Keeps asking for a category even when one is clearly selected.
5,"Good morning...I live in Eagle Glen and across from my home is a fire lane. We get car loads of kids coming at all hours and they go up the fire lane, they are noisey and some throw their trash out...they even use their cellphones flashlights at night! I finally, after years of this, went over to two girls sitting across the street waiting for the rest of the other 4 car loads of kids and asked them what is up there...they told me it was nirvana!!?? I asked them what was that, they then told me it was a place to hang out and it was spray painted all up there and the name was Nirvana on it they didn't know much more they were very young probably had only been there a few times. my question is this,  how or what can I do to prevent them from coming and parking and going up to there or is there anything we can do? I don't know if it belongs to our association I know that the entrance to get there does and if there's a liability if someone were to get hurt, do I need to contact my association or what is the best avenue. it's very annoying having these kids coming at all times of day and night but even further god forbid some girl gets  attacked, its a lot of boys bringing young girls.Linda"
4,Great app!
5,Best app for fixing day to day issues in the City of Detroit! its amazing how fast issues like potholes are acknowledged by the City and project is completed! keep up the great work!
5,Once I'm going try it out for a couple of months and then give my rating.
3,"But what happened?   Sumter county is pretty quick to fix potholes.  However I tried to make a report these past few days, but I only get the option to report litter or a dump site."
5,This app does its job when your city pays attention to issues reported. Oakland CA does in most cases.  Your results may vary depending on your city.
2,This app is useless. Nothing is getting fixed and or getting any responses from city/county
3,"Where are the settings in the app??? Grrr. Fairly easy to use otherwise, not sure how effective in getting issues fixed."
5,"Easy to use, get updates on the progress thru email. Every town should make this app available!"
5,Great use of amart phone
4,Nice
4,"Nice  app, but in my area there are open requests from 4 years ago. Seems like they should expire at some point. Also who puts in downed wires and emergency requests. They should limit the requests to types like pot holes and litter."
5,the finest tool for civic empowerment since the pitchfork
4,Good app for reporting city issues while out walking dog
3,"Great idea.  Android app is dysfunctional junk that literally has yet to run without crashing.  Recent updates have improved to merely buggy and poorly programmed!  Now imroved to ok, looking forward to continued improvement"
5,Really useful app. Wish it were more widely used by my neighbors.
4,Used it plenty of times. I just wish some of the requests were completed quicker. Maybe it happens on SCF end but my city needs constant follow up. I have seen some open requests last for over 200 days.
4,Will no longer allow me to submit a picture with my report.
5,I'd like to be able to edit or delete comments. Otherwise great.
5,Easy to use and report problems around the city.  Easy to see your posts and track its progress.
3,"I liked this app and service, but with a recent update you can't even get into the app without location services turned on in your phone. I don't like using Google location services, and was happy to select places on a displayed map. Now I guess I'll go back to using the website on my phone's browser. Would prefer that the app did not require location services."
2,"The app itself is pretty stable. No crashes, and the interface is intuitive. Might be nice to have the app prompt for a login or creation of a new account when it first starts.  My major issue is that I can't submit a report using the app, which is sort of the whole point of the app. I'm able to enter the info and press the submit button. I even get a page congratulating me for submitting a report. The report doesn't actually exist, though. It never makes it to the My Reports area, and it never shows up via web browser, either.   Fix this, and I'll rate it pretty highly! As it stands now, I can't use it at all."
4,"Got a sidewalk that is more like a BMX jump trail? - see it. Neighbor leaves an RV in front of your house for a year? - click it. Want to complain about the red light on your commute? - fix it. This app is the ultimate tattle-tale for the lazy citizen who would prefer to play angry birds and then turn in a graffiti notice from the same couch, instead of heading down to city hall to give the city council a ""honey do"" list in person. Thanks for getting mediocre citizens involved in cleaning up their city."
5,Make the world a better place with more accountable government
5,Great idea...Great interface...Great app
4,"It still likes to start me off at my home address, but it's easier to clear it now. Can you add a category for Chicago for dead animal/ road kill removal?  Unfortunately it's that season, and it would be helpful to report through your app."
5,SeeClickFix gets results!!
4,i just downloaded this and see how useful it will be!
5,"Works as advertised, city of Oakland responsive and acting on issues. Software allows easy use reporting and status. Great."
4,What better way to be a activist in keeping blight off of you neighborhood streets. A must have appt!
4,The concept is great but it is lacking push notifications for problems reported by you. It also needs street view and satellite view in the maps so the user can better pinpoint the location of the report. The app goes blank intermittently and locks up.
3,"Getting better but there are still some bugs   Last time I used it I couldn't report a broken sign because the app asked if it was a stop sign, and I couldn't pick yes or no for that question."
3,Only saving grace is the interface to the city.
4,Great idea. Love the app. Needs work on speeding up the reporting process. Takes about 3-5 min to fill out forms. Auto fill info?
4,Easy interface. Efficient. Just wish it accepted address approximation for more accurate location instead of just bldg addresses.
5,looks great!
5,Highly recommend this app...great link to the city.
5,The refresh makes the app very easy to find issues.
1,Worked great the first time I used it now it won't even open
1,Very unstable app.  When trying to look at issues in neighborhood the screen just flashes making it hard to read.  Needs more testing.
5,Awesome!
5,Great app
5,I like the convenience communicating with my city!
5,I live in a neighbourhood that's rife with illegal dumping. Naturally we need an easy way to report it. It would just be nice if I could file a report without the app crashing.
1,Simply won't function on my phone.  Deleted it 5 minutes after installing it.
3,This would be far more effective in wintertime Chicago if there was a category for snow. And now there's no Other category.
1,App is limited. No watch areas. Uploading doesn't always work. Stick to the website
5,I love this app. I find I get more responses from the people who can actuslly do something!
2,"Navigation is not intuitive. Text boxes are too small to actually type more than 2 lines and go back to review what you have written. No way to exit text box without hitting back button ie next, go, etc. No way to save a draft of your report; I lost what I had been working on because I hit back button."
1,"After recent update, no longer loads"
2,What's the point if they don't do anything about the things you report
4,Please remove my name!  Below comment not true I have Galaxy 4 and have 20 choices and a other to choose from. USEFULL APP BUT NOT USER FRIENDLY! but it is NOT user friendly
5,"This app facilities communication about things that need to be addressed in a specific location. Regardless of whether the specific government monitors, interested individuals can forward reports. There are some rough edges: no feedback when the send button is pressed (until some long time later), and odd titling of issues on the mobile app,  but those are minor compared to the fantastic utility of the app."
4,"Some bugs, but usually works."
5,S4 -  Works well.
5,Very easy to use!!!
5,Excellent community engagement and betterment app!
5,This app works great!! It is so easy to use..
1,"Nice idea but don't expect action from City officials, just remarks from others, some might even be neighbors."
4,"Great app, work in prog."
1,Buggy - use mobile website instead
5,Quick service
3,"It's difficult to impossible to properly report issues--for a while, we could only report them as ""AED Located Here"" or ""other"" in my city at least. It's impossible to keep up with new issues; the app shows them only by distance, even when I try to sort by newest."
2,Used to be a great App. Latest update limited issue types to graffiti and potholes. Really? No options to report illegal dumping or vandalism or items requiring repairs etc. Really disappointing!
5,Fantastic app!
1,"This app used to be great. I've reported close to 800 instances of graffiti in the last 7 months in my neighborhood. But over the last couple of months the app (and website) has become impossibly slow and an increasing number of problems makes it a frustrating experience to use. I'm better off calling 311 at this point. Some current problems: it's SLOW, and frequently drops reports. I might have to submit and resubmit a report 3 or 4 times to get it through. It's the same when updating the location. Super slow. I can stand there waiting an additional half minute waiting for a response from the server. Oh and when I get to write in the report the app has a black background with black text. That's right. You can't even see what you're typing. Every update introduces a new problem. When I log in to the website, it asks me to confirm if a report I made is mine or not. I made the report while signed in to my SeeClickFix account on my phone. Why do I need to confirm it? When I do I it takes the webpage a good 10-30 seconds to refresh. Just additional frustration and more wasted time. I've called, emailed, and attempted to use their support forum (which also doesn't work) to no avail."
3,"Crashes if I try to take a picture, and  seems not to submit issues when I press ""submit"". Sprint, Samsung Galaxy S2, newest Android available."
5,Works great easy to use
5,Great program for trying to get stuff fixed in a city that really don't care about the health of its citizens.
1,Stops at 27%. Nice. Running 4.1 on an HTC one.
5,"Only reported twice,  but both times things were fixed within a few days."
5,Helping everyone report the crime of trashing the city that we live in and  love It.
1,Downloaded the new version but it still crashes a second after it loads. Using a Galaxy S III updated from T-Mobile. ..please fix this issue
5,Excellent app
3,Amlna
1,"I just downloaded this and can't get it to work. I'm trying to run it on a Galaxy S III and each time I launch the app, it crashes after about 3 seconds"
4,"The app and service work great. I reported a pothole and it was fixed within three days. Obviously your town is responsible for completing the work so your experience may differ. The app is not fancy, but it gets the job done."
5,This app is great! It lets you report various situations to your community leaders quickly and easily.
5,"Great ap! Very useful when used for good, can be used by folks who wish to whine, shake their heads and bemoan the fact that no one cares but them. However they don't stay long as all comments are public and can be commented on by everyone."
1,Still quits unexpectedly whenever I try to take a picture. Only way I can submit issues is to take a photo with the native camera app and then add it from the gallery. I have a RAZR Maxx with Jelly Bean.
4,"I love this app! Works well and is very convenient. I found the tips on zooming into the map to a specific address and to be as descriptive as possible very helpful. I reported several potholes with some pictures with mostly successful responses. The city fixed the issues within the week, and others were acknowledged, but has yet-to-be-fixed/ignored. Although I always fill in the description blanks, the app does not necessarily submit the information. And you do not notice this until sometime after you have submitted your issue. For photo submissions, I did find it easier to take your photos prior to using the app (which you then search and select from your photo gallery). Once you have submitted your issue, you are emailed an notification of your issue, which you can check on its status. One star off for some description and picture improvements to be made. Note: GTA-Toronto location."
5,hi my name is Chris and I would just like to say  that I think this is this app is an essential tool for communities around the state of Minnesota and perhaps around the country  a lot of people have smartphones anything did someone should take a look at for haptic spending this app to include the capability to report  information to emergency workers from anywhere with in their community
1,Nothing I submit on this app ever gets fixed! What a waste! More like see-click-ads!
1,Waste of time
1,Just tried to make a complaint about the holes on our street and the app just stopped then asked me to rate it....
1,Will not open
3,Crashes when I try to take a picture often. Lost three issues trying to post a pic with my text.  In theory it is a great idea. In practice I would like it to be more stable .
5,Excellent and will be better with more users Josqguy
5,Keep one jump ahead of taggers
4,I love being able to be a part in the process to help improve my community.
5,Incredible idea........  ....
1,"Found the responsible agency's to be unresponsive most of the time, so makes this usually a waste of time"
2,"I love SCF, but I'll continue to use it on the website, not the app."
3,crashes when using camera option with Android RAZR. Still like the ease of reporting city problems.
1,The is some sort of JavaScript error that keeps crashing the app. Plus the ui is really ugly. Time to invest in a native app.
5,Works just right
2,"This is just a forum for people to complain. Therapeutic, I guess, but not very useful unless the Powers That Be actually read them."
1,Constantly get runtime error. Unable to view most recent reported issues
5,Great app. Use it all the time
4,Wish it gave locations if reported violations. But seems like a good app.
1,"It never worked, and always had runtime errors."
1,"Couldn't even use the app before runtime errors crashed it. The navigation between views and UX seems shoddy. They should rewrite this app. Concept it good, though."
2,"The app is nothing to write home about. The developers clearly test only one or two pathways through the submission process. (God forbid you try to change the location or picture in the ""wrong"" order, or use the Back key ever.)   Still, it gets results."
4,Easy to use
2,Get runtime errors...love the concept of the app though! Hope to see improvements soon.
2,"This application does one thing well - if you have GPS turned on and find something to report, take a picture and send it in right away - voila! Everything else on this application is unusable junk."
5,"It hasn't given me any problems yet, as a youth member of my community I feel like this app will be a powerful tool"
5,Excellent
5,when you see an issue it takes judt seconds to report. quick  responses.
5,One of the best app city or town can have
4,Great App to report things from for the city.
1,Too much files to load and crashes often. Crap crap crap this app has more crap than it says
2,This app is very disappointing. Crashes too frequently and is very unreliable.
1,Useless on Android. Good on iOS. Crash when adding a photo. No map of issues on Android version. Won't find GPS location. Works great om my iPod toch w/ wifi though. Poor Android UX needs major work...
1,No matter what I do it won't open...starts to then crashes..doesn't even allow for an error report.   Was so helpful at first. Now just a waste of space.
3,"Had it crash a couple of times. It would be nice if you could click links in comments. Or, at least let us copy and paste from comments."
1,"They've been working on this app for a long time, and it actually gets worse with each iteration. Website is infested with trolls, with no moderation whatsoever, and wants to connect to facebook now. Uninstalling, and going straight to public works from now on."
4,"Thanks to this app. From pot holes to street lights and even trees cut back. Some issues have taken longer to fix, but don't believe its at fault of the app"
4,Had to uninstall n reinstall a few times before it started working
4,Everything was fine until I tried to send a lengthy report. App just crashed and erased the entire letter. Tried to log back on but would not recognize my password. Kept force closing. Uninstall.
4,A lot of wackos making too many comments. Get a life!
1,Does not work on my Droid 4.
1,"Every time. Doesn't work, using Droid."
5,You can't fight city hall but you can make them accountable to do their jobs and tackle projects that impact the most citizens
5,Works well on my Droid. Easy to attach photos to reports.
1,"Cannot create reports in Android 4.1, so is useless on my phone."
3,"But haven't really tried because it requires me to sign up for an account to use. I just want to report potholes, why do I need to create an account for that?"
5,So easy to use
4,Great idea
1,Looks like they rushed it.
1,I had an acct set up & it has disappeared and when I tried to report an issue I could not get the photo to load. When I first opened the app it was locating me in Connecticut when I'm in California. One star only because I can't choose no stars or a minus stars rating. When you have an app that works let me know.
4,"I had the app crash on me a few times in the beginning, and issues can be very slow to load, but the the usefullness outweighs the problems. I'm a cyclist, and it is great to be able to stop and submit visual evidence of a problem on-the-spot."
3,Only as good as the organization where it's used
5,Easy to use keeps me in the loop about my neighborhood
3,Recently the app quits in my Droid.
2,Frustrating gps does not work correctly.
5,It's a little clunky bit its a great Pp and I use it all the time
1,Force closed before I could even try it out. Next!
2,"I like the app, but it needs a lot more work when it comes to crashing. It's easy to use, but frustrating when you try to report the same issue 4+ times to make the report go through."
3,"On registering and clicking ""feedback"",  droid x. Also, the ""save"" button on the alternate location map is not functioning"
1,Force closing on nexus s when clicking the Report button
5,this app seems send the right message to the right kind of people to correct problems quickly
1,After update it does not work nothing will load
1,"Multiple attempts, run time error each time.  Uninstalling."
1,Description field in reports always causes a force close error.
1,Not ready
1,Not ready for prime time on Android ICS AFAICT. Froze + run time error.
5,Keep it up. Great work
1,I can login on my PC but cannot login on my mobile. Tried resetting password 5 times.
5,Great idea
1,This is the Antihises of Community
4,This app will not work unless you activate the Google Location Services under your:  Settings > Location & Security > Google Location Services.
5,this is a really nice tool for reporting problems!
3,"Can't add pic from camera.  Upon accepting pic, app returns to main seeclickfix screen.  Clicking button to report new causes force close."
5,Awesome must have
3,With all the updates it seems that most of the bugs/issues have been fixed especially for Android 2.2 (HTC Evo 4G).
5,Great for making a new report on the go. Snap a picture add the appropriate description and send it in. Best way to use seeclickfix.
2,App freezes when attempting to submit report with photo on EVO 4G.
1,I wish you could give less than 1 star. Crashes constantly. Can't search for issues around me. Just overall bad work here.
5,I love this app! Got my street light fixed in two days. Wow thanks.
1,TERRIBLE app! Won't even open on my Samsung Intercept!!! UNINSTALL!!
1,"One minute I'm a mile from my house, the next minute I'm in Canada. Are we just submitting reports to each other? I can't tell, no help section."
1,"Terrible app. Camera crashes it, wont submit, tons of crashes. Droid charge."
3,Great when the App works. Otherwise wastes my time standing at corners of intersections cursing fc's.
5,Great app. City repaired pot holes I reported on this.
5,Great app. Great concept. If your local officials don't respond to it call city hall and convince them to listen.
4,"Great app but it is useless if government officials ignore the reports, never reply, and never fix the issues reported."
1,Terrible! All kind of errors. Not ready for alpha release. Still. Can't send report.
5,This is a great way for people to get involved in community issues.
4,"Redesign looks great in theory, but no longer works on nexus s. Fails when I try to log into my account with my email..."
